quote_id,topic_id,section_number,quote_text,attribution,active,sort_order
81,24,34,"akirtim capi bhutani 
kathayisyanti te ’vyayam
sambhavitasya cakirtir
maranad atiricyate

""Semua orang akan membicarakan nama burukmu dan bagi orang terhormat yang telah kehilangan kehormatan, lebih buruk daripada kematian. """,Bhagawadgita BAB II,1,81
82,24,35,"bhayad ranad uparatam 
mamsyante tvam maha-rathah
yesham ca tvam bahu-mato
bhutva yasyasi laghavam

""Para pahlawan kereta besar akan menganggapmu sebagai pengecut karena lari dari pertempuran dan mereka yang pernah mengagumi mu dengan penuh kehormatan akan merendahkanmu dengan hinaan. """,Bhagawadgita BAB II,1,82
83,24,36,"avacya-vadams ca bahun 
vadisyanti tavahitah 
nindantas tava samarthyam 
tato duhkhataram nu kim 

""Musuh yang menentangmu akan melontarkan caci maki, merendahkan kemampuanmu dengan menjelekan dan menghina kekuatanmu, Apakah yang menyedihkan dari itu? """,Bhagawadgita BAB II,1,83
84,24,37,"hato va prapsyasi svargam 
jitva va bhoksyase mahim
tasmad uttistha kaunteya
yuddhaya krta-niscayah

""Dengan kematian itu engkau memperoleh sorga atau kalau menang, engkau akan menikmati kebahagiaan dunia. Oleh karena itu bangkitlah wahai Arjuna, bulatkan tekad untuk berperang. """,Bhagawadgita BAB II,1,84
85,24,38,"sukha-duhkhe same kritva
labhalabhau jayajayau 
tato yuddhaya yujyasva 
naivam papam avapsyasi 
 
""Dengan mempersamakan suka dan duka, untung dan rugi, menang dan kalah, siapkanlah dirimu untuk menghadapi perang itu, sehingga engkau terhindar dari dosa (perasaan bersalah) """,Bhagawadgita BAB II,1,85
86,24,39,"esa te ’bhihita sankhye 
buddhir yoge tv imam shrinu 
buddhya yukto yaya partha 
karma-bandham prahasyasi 
 
""Inilah ajaran Samkhya yang telah diajarkan kepadamu dan sekarang dengarkanlah ajaran Yoga. Bila engkau bersedia menerimanya wahai Arjuna, engkau akan melepaskan diri dari ikatan karma. """,Bhagawadgita BAB II,1,86
87,24,40,"nehabhikrama-naso ’sti 
pratyavayo na vidyate
sv-alpam apy asya dharmasya
trayate mahato bhayat

""Dalam hal ini tak ada usaha sia-sia, dan juga tak ada rintangan yang tak teratasi. Walau sedikit dari dharma ini, akan melindungi seseorang dari ketakutan yang besar.""",Bhagawadgita BAB II,1,87
88,24,41,"vyavasayatmika buddhir 
ekeha kuru-nandana
bahu-sakha hy anantas ca
buddhayo ’vyavasayinam

""Wahai Arjuna, kebanggaan wangsa Kuru, bahwa sesungguhnya dalam pikiran yang bulat, pemahaman itu menyatu; tetapi yang bercabang-cabang dan tiada habis-habisnya, adalah karena ketidakteguhannya. """,Bhagawadgita BAB II,1,88
89,24,42,"yam imam puspitam vacam 
pravadanty avipascitah 
veda-vada-ratah partha 
nanyad astiti vadinah 

""Sesungguhnya orang-orang yang tidak bijaksana mengucapkan kata-kata kembangan; yang kesukaannya hanya pada apa yang tersurat dalam Veda wahai Arjuna, tidak lain ucapan mereka adalah ini. """,Bhagawadgita BAB II,1,89
90,24,43,"kamatmanah svarga-para 
janma-karma-phala-pradam 
kriya-visesa-bahulam 
bhogaisvarya-gatim prati 
 
""Mereka yang pikirannya penuh dengan keinginan akan kesenangan, dengan sorga sebagai tujuan, inkarnasi sebagai karmapalanya; melakukan upacara-upacara yang beraneka ragam dan banyak itu, dapat mengantar kearah kebahagiaan dan kekuasaan. """,Bhagawadgita BAB II,1,90
91,24,44,"bhogaisvarya-prasaktanam 
tayapahrta-cetasam
vyavasayatmika buddhih
samadhau na vidhiyate 

""Orang yang pikirannya terpengaruh oleh keinginan akan kenikmatan dan kekuasaan, tak akan terpusatkan dan tak akan mampu melakukan samadhi. """,Bhagawadgita BAB II,1,91
92,24,45,"trai-gunya-visaya veda 
nistrai-gunyo bhavarjuna
nirdvandvo nitya-sattva-stho
niryoga-ksema atmavan

""Veda menguraikan tentang triguna, wahai Arjuna, bebaskanlah pikiranmu daripadanya. Bebaskan diri dari dualisme, pusatkan pikiranmu pada kebenaran, lepaskan dirimu dari duniawi, bersatu dengan atman. """,Bhagawadgita BAB II,1,92
93,24,46,"yavan artha udapane 
sarvatah samplutodake
tavan sarveshu vedesu
brahmanasya vijanatah

""Sebagai halnya sebuah kolam didaerah banjir yang digenangi air dimana-mana, demikian pula kitab suci Veda, bagi Brahmana yang arif bijaksana. """,Bhagawadgita BAB II,1,93
94,24,47,"karmany evadhikaras te 
ma phalesu kadacana
ma karma-phala-hetur bhur 
ma te sango ’stv akarmani 

""Berbuatlah hanya demi kewajibanmu, bukan hasil perbuatan itu(yang kau pikirkan), jangan sekali kali pahala menjadi motifmu dalam bekerja, jangan pula hanya berdiam diri tanpa kerja. """,Bhagawadgita BAB II,1,94
95,24,48,"yoga-sthah kuru karmani 
sangam tyaktva dhananjaya
siddhy-asiddhyoh samo bhutva
samatvam yoga ucyate

""Pusatkan pikiranmu pada kerja tanpa menghiraukan hasilnya, Wahai Dananjaya (Arjuna), tetaplah teguh baik dalam keberhasilan maupun dalam kegagalan, sebab keseimbangan jiwa itulah yang disebut dengan yoga. """,Bhagawadgita BAB II,1,95
96,24,49,"durena hy avaram karma 
buddhi-yogad dhananjaya
buddhau saranam anviccha
kripanah phala-hetavah

""Sesungguhnya karma jauh lebih rendah daripada disiplin akal budi, wahai Arjuna, karena itu berlindunglah pada kecerdasan, karena sangat menyedihkan halnya mereka yang hanya mengharapkan pahala dari kerja sebagai motifnya. """,Bhagawadgita BAB II,1,96
97,24,50,"buddhi-yukto jahatiha 
ubhe sukrita-duskrte
tasmad yogaya yujyasva
yogah karmasu kausalam

""Orang yang terikat oleh buddhi-nya bebas dari perbuatan baik dan keji. Karena itu laksanakanlah Yoga itu, sebab melakukan kegiatan kerja yang sempurna itu sama dengan yoga. """,Bhagawadgita BAB II,1,97
98,24,51,"karma-jam buddhi-yukta hi 
phalam tyaktva manisinah
janma-bandha-vinirmuktah
padam gacchanty anamayam

""Bagi orang bijaksana, yang pikirannya bersatu dengan Yang Maha Tahu, tidak mengharapkan hasil dari perbuatannya (sebagai motif), akan tetapi bebas dari keterikatan karma dan mencapai tempat dimana tak ada penderitaan. """,Bhagawadgita BAB II,1,98
99,24,52,"yada te moha-kalilam 
buddhir vyatitarisyati
tada gantasi nirvedam
srotavyasya srutasya ca

""Apabila pikiran telah terbebas dari kebingungan, akhirnya engkau akan bersikap netral pada apa yang engkau dengar dan apa yang akan engkau dengar. """,Bhagawadgita BAB II,1,99
100,24,53,"shruti-vipratipanna te
yada sthasyati niscala 
samadhav acala buddhis 
tada yogam avapsyasi 

""Bila pikiranmu yang dibingungkan oleh apa yang didengar tak tergoyahkan lagi dan tetap dalam samadhi, kemudian engkau akan mencapai yoga (realisasi diri). """,Bhagawadgita BAB II,1,100
101,24,54,"arjuna uvaca: 
sthita-prajnasya ka bhasa 
samadhi-sthasya keshava 
sthita-dhih kim prabhaseta 
kim asita vrajeta kim 

Arjuna berkata: 
""Wahai Krsna, apakah tanda-tanda dari orang yang mantap kearifannya dan teguh imannya dalam samadhi? bagaimana pula orang bijaksana itu berbicara, duduk, maupun caranya berjalan? """,Bhagawadgita BAB II,1,101
102,24,55,"sri-bhagavan uvaca:
prajahati yada kaman
sarvan partha mano-gatan
atmany evatmana tustah
sthita-prajnas tadocyate

Sri Bhagawan bersabda:
""wahai Arjuna, orang yang dapat melenyapkan segala keinginan dalam hati dan hanya terpuaskan pada atman oleh sang atman saja, maka ialah yang disebut bujaksana. """,Bhagawadgita BAB II,1,102
103,24,56,"duhkhesv anudvigna-manah 
sukhesu vigata-sprhah
vita-raga-bhaya-krodhah
sthita-dhir munir ucyate

""Orang yang tidak sedih dikala duka, tidak kegirangan dikala bahagia, bebas dari nafsu, rasa takut dan amarah, ia disebut orang bijak dan teguh. """,Bhagawadgita BAB II,1,103
104,24,57,"yah sarvatranabhisnehas 
tat tat prapya subhasubham 
nabhinandati na dvesti 
tasya prajna pratisthita 

""Ia yang tak mempunyai keterikatan dimana saja bila mendapat sesuatu yang baik atau buruk, tak akan ada rasa senang atau benci padanya, sesungguhnya ia adalah orang arif bijaksana yang telah memiliki kemantapan. """,Bhagawadgita BAB II,1,104
105,24,58,"yada samharate cayam 
kurmo ’nganiva sarvasah
indriyanindriyarthebhyas
tasya prajna pratisthita<

""Ibarat penyu menarik anggota badan kedalam cangkangnya, demikianlah ia menarik semua inderanya dari segenap objek keinginannya, yang arif bijaksana dalam keseimbangan. """,Bhagawadgita BAB II,1,105
106,24,59,"visaya vinivartante 
niraharasya dehinah
rasa-varjam raso ’py asya
param drishtva nivartate

""Semua objek indra akan tersingkir dari mereka yang mengekang diri walaupun keinginan masih ada, dan keinginan inipun akan lenyap bila Yang Utama menampakkan diri-Nya. """,Bhagawadgita BAB II,1,106
107,24,60,"yatato hy api kaunteya 
purushasya vipascitah
indriyani pramathini
haranti prasabham manah

""Walaupun seorang yang budiman telah berusaha sekuat tenaga, wahai Arjuna. indra-indranya yang liar akan memaksa menyeret pikiranya dengan kuat. """,Bhagawadgita BAB II,1,107
108,24,61,"tani sarvani samyamya
yukta asita mat-parah
vase hi yasyendriyani
tasya prajna pratisthita

""Setelah dapat menguasai semua ini, ia harus duduk memusatkan pikiran kepada-Ku, sebab yang dapat mengendalikan panca indrianya dinamakan memiliki kebijakasanaan yang teguh. """,Bhagawadgita BAB II,1,108
109,24,62,"dhyayato visayan pumsah 
sangas tesupajayate 
sangat sanjayate kamah 
kamat krodho ’bhijayate 

""Dengan memikirkan objek-objek indra maka orang akan terbelenggu padanya, daripadanya lahir keinginan, dan dari keinginan itu lahirlah amarah. """,Bhagawadgita BAB II,1,109
110,24,63,"krodhad bhavati sammohah 
sammohat smriti-vibhramah
smriti-bhramsad buddhi-naso
buddhi-nasat pranasyati

""Dari amarah timbul kebingungan, dari kebingungan hilang ingatan, dari hilang ingatan menghancurkan penalaran, dari kehancuran penalaran membawanya pada kemusnahan. """,Bhagawadgita BAB II,1,110
111,24,64,"raga-dvesa-vimuktais tu
visayan indriyais caran
atma-vasyair vidheyatma
prasadam adhigacchati

""Tetapi, ia yang hidup ditengah-tengah objek duniawi dengan tetap menguasai indria-indrianya dan bebas dari kesenangan dan kebencian, dengan pengendalian seperti itu ia mencapai kedamaian (dalam jiwanya) """,Bhagawadgita BAB II,1,111
112,24,65,"prasade sarva-duhkhanam
hanir asyopajayate
prasanna-cetaso hy asu
buddhih paryavatisthate

""Dan dalam jiwa yang tenang, akan lenyap segala penderitaan, karena pikiran orang bijaksana dan tenang itu, akan menjadi teguh dalam keseimbangan. """,Bhagawadgita BAB II,1,112
113,24,66,"nasti buddhir ayuktasya 
na cayuktasya bhavana 
na cabhavayatah shantir 
asantasya kutah sukham

""Tak ada kebijaksanaan dalam pikiran yang tak terkendalikan dan juga tak ada kosentrasi yang dapat dilakukan dan juga tak ada kedamaian pada pikiran yang tak terpusatkan, sehingga bagaimana mungkin yang tanpa ketenangan dapat menikmati kebagagiaan bukan? """,Bhagawadgita BAB II,1,113
114,24,67,"indriyanam hi caratam 
yan mano ’nuvidhiyate
tad asya harati prajnam
vayur navam ivambhasi

""Sesungguhnya pikiran yang mengikuti keinginan panca indra bila tak terkendalikan akan terbawalah kebijaksanaannya, laksana perahu yang hanyut dalam air terbawa angin. """,Bhagawadgita BAB II,1,114
115,24,68,"tasmad yasya maha-baho
nigrhitani sarvasah
indriyanindriyarthebhyas
tasya prajna pratisthita

""Karenanya, orang yang dapat mengendalikan panca indera sepenuhnya dari segala objek keinginannya, wahai Mahabahu (yang berlengan perkasa), ialah yang kebijaksanaannya telah mantap. """,Bhagawadgita BAB II,1,115
116,24,69,"ya nisa sarva-bhutanam
tasyam jagarti samyami 
yasyam jagrati bhutani 
sa nisa pasyato muneh 

""Apa yang gelap bagi mahluk semua adalah terang bagi yang mengetahui Atman, apa yang siang bagi mahluk-mahluk itu adalah malam bagi yang mengetahui atman. """,Bhagawadgita BAB II,1,116
117,24,70,"apuryamanam acala-pratishtham 
samudram apah pravishanti yadvat
tadvat kama yam pravishanti sarve
sa shantim apnoti na kama-kami

""Ibarat air masuk ke samudera, walau terus menerus, namun tetap tenang tak tergerak;<br\> demikian juga orang yang berjiwa tenang mencapai kedamaian walaupun semua kesenangan masuk pada dirinya, tetapi bukan orang yang mengumbar hawa nafsunya. """,Bhagawadgita BAB II,1,117
118,24,71,"vihaya kaman yah sarvan 
pumams carati nihsprhah
nirmamo nirahankarah
sa shantim adhigacchati

""Orang yang mencampakkan semua keinginannya dan bertindak bebas tanpa keinginan, bebas dari perasaan 'aku' dan 'punyaku' ia mencapai kedamaian. """,Bhagawadgita BAB II,1,118
119,24,72,"esa brahmi sthitih partha 
nainam prapya vimuhyati 
sthitvasyam anta-kale ’pi 
brahma-nirvanam rcchati 

""Inilah tingkat kesucian wahai Partha, dia yang telah sampai tingkat ini, walau maut tiba, tiada bingung lagi dan mencapai nirwana bersatu dengan Brahman. ""

Disini berakhir bab kedua dari Upanisad Bhagawadgita, ajaran tentang Brahmavidya dan yogasastra, 
berupa percakapan antara Sri Krsna dan Arjuna yang berjudul :
""SAMKHYA YOGA"".",Bhagawadgita BAB II,1,119
120,26,1,"Arjuna uvaca: 
jyayasi cet karmanas te 
mata buddhir janardana 
tat kim karmani ghore mam 
niyojayasi keshava 


Arjuna berkata: 
""Wahai Janardana, Kalau engkau berpikir kalau ilmu pengetahuan lebih mulia daripada kerja, mengapa Engkau menganjurkan kepadaku melakukan perbuatan yang kejam ini wahai Kesava? """,Bhagawadgita BAB III,1,120
121,26,2,"vyamisreneva vakyena 
buddhim mohayashiva me 
tad ekam vada niscitya
yena sreyo ’ham apnuyam 

""Ajaranmu agak membingungkan pikiranku, oleh karena itu ajarkanlah kepada saya yang meyakinkan jalan satu-satunya yang dapat saya lakukan.""",Bhagawadgita BAB III,1,121
122,26,3,"Sri-bhagavan uvaca: 
loke ’smin dvi-vidha nistha
pura prokta mayanagha
jnana-yogena sankhyanam
karma-yogena yoginam

Sri Bhagavan bersabda:
""Sejak dahulu telah kukatakan, wahai Anagha, ada dua disiplin, yaitu jalan ilmu pengetahuan bagi cendikiawan (dan) jalan kerja bagi yang giat. """,Bhagawadgita BAB III,1,122
123,26,4,"na karmanam anarambhan
naishkarmyam purusho ’snute
na ca sannyasanad eva
siddhim samadhigacchati

""Tanpa kerja orang tak akan mencapai kebebasan, demikian juga ia tak akan mencapai kesempurnaan karena menghindari kerja. """,Bhagawadgita BAB III,1,123
124,26,5,"na hi kascit ksanam api
jatu tisthaty akarma-krt
karyate hy avasah karma
sarvah prakriti-jair gunaih

""Walaupun untuk sesaat tak seorangpun mampu untuk tidak berbuat, karena setiap manusia dibuat tidak berdaya oleh hukum alam yang memaksanya bertindak. """,Bhagawadgita BAB III,1,124
125,26,6,"karmendriyani samyamya 
ya aste manasa smaran
indriyarthan vimudhatma
mithyacarah sa ucyate

""Ia yang duduk mengendalikan panca indranya tetapi pikirannya ingat kenikmatan yang menjadi objek indranya, sesungguhnya ia adalah hipokrit (orang munafik) """,Bhagawadgita BAB III,1,125
126,26,7,"yas tv indriyani manasa 
niyamyarabhate ’rjuna
karmendriyaih karma-yogam
asaktah sa visisyate

""Sesungguhnya orang yang dapat mengendalikan panca indranya dengan pikiran, wahai Arjuna, dengan panca indranya bekerja tanpa keterikatan, ia adalah sangat dihormati. """,Bhagawadgita BAB III,1,126
127,26,8,"niyatam kuru karma tvam 
karma jyayo hy akarmanah
sarira-yatrapi ca te
na prasiddhyed akarmanah

""Bekerjalah seperti yang telah ditentukan, sebab berbuat lebih baik daripada tidak berbuat,dan bahkan tubuhpun tidak berhasil terpeliharan tanpa berkarya. """,Bhagawadgita BAB III,1,127
128,26,9,"yajnarthat karmano ’nyatra
loko ’yam karma-bandhanah
tad-artham karma kaunteya
mukta-sangah samacara

""Dari tujuan berbuat Yajna itu membuat dunia ini terikat oleh hukum karma, karena itu wahai Arjuna, bekerjalah tanpa pamrih, tanpa kepentingan pribadi, wahai Kuntiputra. """,Bhagawadgita BAB III,1,128
129,26,10,"saha-yajnah prajah srstva
purovaca prajapatih
anena prasavisyadhvam
esa vo ’stv ista-kama-dhuk

""Sesungguhnya sejak dahulu dikatan, Tuhan setelah menciptakan manusia melalui Yajna berkata: dengan (cara) ini engkau akan berkembang, sebagaimana sapi perah yang memenuhi keinginanmu (sendiri) """,Bhagawadgita BAB III,1,129
130,26,11,"devan bhavayatanena 
te deva bhavayantu vah
parasparam bhavayantah
sreyah param avapsyatha

""Adanya para dewa adalah karena ini, semoga mereka menjadikan engkau demikian, dengan saling memberi engkau akan memperoleh kebajikan paling utama. """,Bhagawadgita BAB III,1,130
131,26,12,"istan bhogan hi vo deva 
dasyante yajna-bhavitah
tair dattan apradayaibhyo
yo bhunkte stena eva sah

""Sesungguhnya keinginan untuk mendapatkan kesenangan telah diberikan kepadamu oleh para dewa karena yajnamu, sedangkan ia yang telah memperoleh kesenangan tanpa memberi yajna sesungguhnya adalah pencuri. """,Bhagawadgita BAB III,1,131
132,26,13,"yajna-sistasinah santo
mucyante sarva-kilbisaih
bhunjate te tv agham papa
ye pacanty atma-karanat

""Ia yang makan sisa yajna akan terlepas dari segala dosa, (tetapi) Ia yang memasak makanan hanya bagi dirinya sendiri, sesungguhnya makan dosa. """,Bhagawadgita BAB III,1,132
133,26,14,"annad bhavanti bhutani 
parjanyad anna-sambhavah
yajnad bhavati parjanyo
yajnah karma-samudbhavah

""Adanya makluk hidup karena makanan, adanya makanan karena hujan, adanya hujan karena Yajna, adanya yajna karena karma. """,Bhagawadgita BAB III,1,133
134,26,15,"karma brahmodbhavam viddhi
brahmakshara-samudbhavam
tasmat sarva-gatam brahma
nityam yajne pratisthitam

""Ketahuilah, adanya karma adalah karena Brahma yang ada dari yang Maha Abadi, karena itu Brahma yang melingkupi semuanya ini selalu berkisar disekitar persembahan. """,Bhagawadgita BAB III,1,134
135,26,16,"evam pravartitam cakram 
nanuvartayatiha yah
aghayur indriyaramo
mogham partha sa jivati

""Demikianlah sebabnya terjadi perputaran roda, (dan) ia yang tak ikut dalam perputarannya itu berbuat jahat, selalu berusaha memenuhi nafsu indranya, sesungguhnya ia hidup dalam sia-sia, wahai Partha. """,Bhagawadgita BAB III,1,135
136,26,17,"yas tv atma-ratir eva syad 
atma-trptas ca manavah
atmany eva ca santustas
tasya karyam na vidyate

""Ia yang bersenang hati pada sang Diri, terpuaskan dengan sang Diri, dan terpusatkan pada sang Dirinya itu, sesungguhnya baginya tidak ada kewajiban yang harus dilakukannya.""",Bhagawadgita BAB III,1,136
137,26,18,"naiva tasya krtenartho 
nakrteneha kascana
na casya sarva-bhutesu
kascid artha-vyapasrayah

""Baginya didunia ini tak ada tujuan yang dicari dengan melakukan kegiatan kerja, ataupun merasa rugi karena tidak bekerja; ataupun tak merasa tergantung lagi pada siapapun juga. """,Bhagawadgita BAB III,1,137
138,26,19,"tasmad asaktah satatam
karyam karma samacara
asakto hy acaran karma
param apnoti purushah

""Oleh karena itu, laksanakanlah segala kerja sebagai kewajiban tanpa terikat (pada akibatnya), sebab dengan melakukan kegiatan kerja yang bebas dari keterikatan, orang itu sesungguhnya akan mencapai yang utama.  """,Bhagawadgita BAB III,1,138
139,26,20,"karmanaiva hi samsiddhim 
asthita janakadayah
loka-sangraham evapi
sampasyan kartum arhasi

""Sesungguhnya dengan kerja itu saja, prabu Janaka dan yang lainnya mencapai kesempurnaan. Terpeliharanya dunia sesunggunya demikian juga, engkau hendaknya memperhatikan dalam melakukannya. """,Bhagawadgita BAB III,1,139
140,26,21,"yad yad acarati sresthas
tat tad evetaro janah
sa yat pramanam kurute
lokas tad anuvartate

""Apapun juga kebiasaan baik itu dilakukan, orang lain juga akan mengikutinya. Teladan apapun yang dilakukannya, dunia akan mengikutinya. """,Bhagawadgita BAB III,1,140
141,26,22,"na me parthasti kartavyam 
trisu lokesu kincana
nanavaptam avaptavyam
varta eva ca karmani

""Tak ada pekerjaan yang harus kukerjakan di ketiga dunia ini, atau yang belum aku capai, wahai Arjuna, tetapi aku tetap sibuk dalam kegiatan kerja. """,Bhagawadgita BAB III,1,141
142,26,23,"yadi hy aham na varteyam 
jatu karmany atandritah
mama vartmanuvartante
manushyah partha sarvasah

""Sebab kalau aku tidak selalu bekerja tanpa henti-hentinya, orang tak akan mengikuti jalan-Ku itu dalam segala bidang apapun juga. """,Bhagawadgita BAB III,1,142
143,26,24,"utsideyur ime loka 
na kuryam karma ced aham
sankarasya ca karta syam
upahanyam imah prajah

""Dunia ini akan hancur jika Aku tidak bekerja; Aku akan menjadi pencipta kekacauan ini dan memusnahkan manusia ini semua. """,Bhagawadgita BAB III,1,143
144,26,25,"saktah karmany avidvamso
yatha kurvanti bharata
kuryad vidvams tathasaktas
cikirsur loka-sangraham

""Seperti orang dungu yang bekerja karena keterikatan atas kerja mereka demikianlah harusnya orang pandai bekerja tanpa kepentingan pribadi, Wahai Bharata melainkan untuk kesejahteraan manusia dan memelihara ketertiban sosial. """,Bhagawadgita BAB III,1,144
145,26,26,"na buddhi-bhedam janayed 
ajnanam karma-sanginam
josayet sarva-karmani
vidvan yuktah samacaran

""Mereka yang bijaksana janganlah membingungkan yang bodoh, yang terikat dengan kegiatan kerja; melainkan mengajak semuanya bekerja dan bekerja sama atas dasar itu. """,Bhagawadgita BAB III,1,145
146,26,27,"prakriteh kriyamanani 
gunaih karmani sarvasah
ahankara-vimudhatma
kartaham iti manyate

""Sesungguhnya setiap perbuatan yang dilakukan disebabkan oleh sifat prakerti (naluri), tetapi orang yang bingung karena ke-akuan-nya(ahamkara) berpikir: ""aku inilah pelaksananya"" """,Bhagawadgita BAB III,1,146
